source,author,content,language,polarity,sentiment,keyword_sentiment,keyword_score,categories,cluster
apple,Geen clan,Ik heb 4 lessen Noors gedaan en ik kan nu al met mensen communiceren,nl,0.0,neutral,neutral,0,['lessons_content'],0
apple,Pazijar,Ik heb veel van geleerd,nl,0.0,neutral,neutral,0,['general'],0
apple,Vateomolíes,Batterij bij de update als je die niet hebt voltooid dan moet je iets kopen. BRENG DE OUDE TERUG,nl,0.0,neutral,negative,-1,['battery_issues'],4
apple,@niet,"Wel leuk, maar jammer dat het zo drammerig gaat qua herinneringen.",nl,0.0,neutral,neutral,0,['user_experience'],1
apple,Trisch***,Weg hartjes welkom energiebar. Maar na een paar oefeningen is je energie 0. Maakt niet uit of de oefening goed of fout is. Het volledig laden duurt 24  nou bye bye Duolingo,af,0.0,neutral,neutral,0,"['battery_issues', 'app_performance', 'learning_effectiveness', 'lessons_content', 'gamification']",4
apple,Rootj24,Waarom de energie update? Is dit zodat meer mensen super willen?,nl,0.3333333333333333,positive,positive,1,['battery_issues'],4
apple,NaëlFriekandel,Ja wel leuk soms niet zo goed aangeven,af,0.0,neutral,positive,1,"['learning_effectiveness', 'user_experience']",1
apple,Djojo99,"Breng alstjebliefd de hartjes/ levens weer terug, want wat is die energiebalk demotiverend zeg. Het is dat ik een ster moet geven….",nl,0.0,neutral,neutral,0,['battery_issues'],0
apple,Sonic dash is the goat,Love it it’s helping me learn italian,en,0.25,positive,positive,1,['learning_effectiveness'],3
apple,Afke123,Kan het icoontje aub weer teruggezet worden naar een neutraal of vrolijk gezicht. Wat willen jullie bereiken met een huilend icoontje?,nl,0.0,neutral,neutral,0,['general'],4
apple,Joywak1978,Ik kan nu Duits super makkelijk zoals kaffee oder tee?  Top spel,nl,0.41666666666666663,positive,positive,1,['user_experience'],0
apple,Bijenkorf123,Echt een super leuke app om een taal spelenderwijs te leren voor alle leeftijden geschikt wel jammer dat er na elke oefening een advertentie is maar dat drukt de pret niet!!!,nl,0.6510416666666665,positive,neutral,0,"['language_availability', 'learning_effectiveness', 'lessons_content', 'user_experience']",2
apple,Soundmac,After the iOS 26 upgrade the app is responding so slow that it is impossible to work with.,en,-0.48333333333333334,negative,neutral,0,['user_experience'],3
apple,Amusante 🤗,De lessen zijn zo duidelijk en leuk om te doen. Ik doe het met plezier!,nl,0.0,neutral,positive,1,"['lessons_content', 'user_experience']",1
apple,DwtdSomebody,The new energy update is just horrible,en,-0.4318181818181818,negative,neutral,0,['general'],3
apple,Lizzy van brain,"Ik vind diet een goede app, want ik vind jet some lasting en dit helpt me GOEDE APP!!!",af,0.0,neutral,positive,2,"['learning_effectiveness', 'user_experience']",0
apple,Tiemezzz,Goed om een taal te leren. Ik ken al 20 nieuwe woorden op dag 1!,af,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness']",4
apple,Gozer2,Kun je me alsjeblieft is een advertentie laten kijken om die batterijen te herladen anders kan ik bijna niks op Duolingo doen saaie app daardoor verander dit alsjeblieft,nl,0.0,neutral,neutral,0,"['battery_issues', 'app_performance', 'user_experience', 'gamification']",2
apple,charmi3,"I’ve been using Duolingo every day for more than 800 days, hoping to improve, but lately the app feels less like a learning tool and more like a money-grab.
Before, with the 5-heart system, if you made too many mistakes, you could practice to refill hearts and keep learning. Then they switched to watching ads to refill. Now there’s this “boost” or “energy” system: your energy decreases even when you give correct answers, and once it runs out, you either watch ads or pay—either individually for energy boosts or via subscription.
This doesn’t motivate me to practice or improve. It just makes using the app a hassle. I plan to keep going until 1,000 days, but after that … I’m seriously considering deleting it.",en,0.09999999999999999,neutral,neutral,0,"['lessons_content', 'user_experience', 'gamification']",3
apple,Born in 1971,Wat een fijne app,nl,0.0,neutral,positive,1,['user_experience'],2
apple,Sawako<3,ITS SO LEGIT IM LEARNING KOREAN AND JAPANESEEE I love duo sm>3,hr,0.5,positive,neutral,0,['gamification'],4
apple,Legendagro,"Will delete the app just because if this crying icon! Do something, take it out, really, 700 days + and I am seriously thinking of quitting this app",en,-0.12777777777777777,negative,neutral,0,['user_experience'],3
apple,Kinglion Owusu,The best language learning app,en,1.0,positive,neutral,0,['user_experience'],2
apple,Liemarel,Leuke manier om een taal te leren,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",4
apple,Binkiehappy,Goed,cy,0.0,neutral,positive,1,['learning_effectiveness'],4
apple,Smexiepexie,Als ik probeer een nieuw account te maken komt hij niet verder dan welk taal wil je oefenen echt irritant,nl,0.0,neutral,negative,-2,['language_availability'],0
apple,Oudduo,"The energy goes down randomly and wrongly all the time and is really frustrating. It feels like Duo is stealing my energy for no reasons! And the energy rewarding was also not accurately added, the actual refill of energy is also not the same as it says. Maths course is ridiculously simple, not sure if it is for adults though. Now the courses also not sharing energy. The bar changes when switching courses. All in all, the updates from hearts to energy bar is full of problems.",en,-0.11414141414141414,negative,neutral,0,"['battery_issues', 'gamification']",3
apple,Relja 2015,I can’t Erase it and I don’t want to learn anymore,en,0.0,neutral,neutral,0,['general'],3
apple,waterinfra,"Met deze app leer je echt de taal!
Super leuk en je kunt je zelf doelen stellen, waardoor je elke dag moet oefenen. Dikke 10 voor deze App",nl,0.3333333333333333,positive,positive,2,"['language_availability', 'user_experience']",2
apple,Abi Jacox,"It is the best I’m learning French and nearly speak it
Bes ever!!'!!!!!!'!!!!!!!'!!!!!!!'!!!!!'!!!!!!!!!!!",en,0.6666666666666666,positive,neutral,0,['general'],3
apple,Goed en goed koop,Wat een handige manier om een taal te leren,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness']",4
apple,Julia schobre,"Het is een leuke App, werkt goed en is heel leer zaam.Ben nNU al beter geworden👍🏻👍🏻😎",nl,0.0,neutral,positive,2,"['learning_effectiveness', 'user_experience']",2
apple,Geen plezier meer,Door het nieuwe systeem van het verdwijnen van energie ook al worden er geen fouten gemaakt verdwijnt bij mij alle plezier in het gebruik van Duolingo. Geef mij het systeem van de hartjes aub terug!,nl,0.0,neutral,negative,-1,"['battery_issues', 'user_experience', 'gamification']",4
apple,lilith1979,The app is great but the sad face logo throws me off every time!!  The sad face needs to GO!,en,-0.2020833333333333,negative,neutral,0,['user_experience'],3
apple,ivaneekelen,"Ik probeer vanaf mijn telefoon die Nederlandstalig is de Engelse versie van de Spaanse lessen te starten, maar ik kom in een loop terecht waar ik Spaans selecteer, op continue klik en dan weer Spaans moet selecteren",nl,0.0,neutral,neutral,0,"['language_availability', 'lessons_content']",0
apple,Jeffry83,"Sinds de update naar energie ipv hartjes echt waardeloos. Continue bugs met het aanvullen van energie, wel diamanten inleveren maar na een vraag al weer terug naar oude aantal. Ook triple punten verlengen na behalen missie doet het iedere keer niet.",nl,0.0,neutral,negative,-2,"['battery_issues', 'app_performance', 'gamification']",4
apple,Grumble!,"I have been doing the chess course for a while. I do like it, but some of the moves made by the bot (?) are weird. I have played chess since I was a kid (not saying I am any good), but I would not have made many of the moves the bot makes.",en,0.2333333333333333,positive,neutral,0,['general'],3
apple,Betalen maar geen WiFi,Zie titel. Daarnaast mis ik grammaticale uitleg.,nl,0.0,neutral,neutral,0,['general'],0
apple,😚😘🤪,Fantastisch,de,0.0,neutral,positive,1,['general'],4
apple,Ik wil Spaans spreken,Ik heb Spaans op school Duolingo helpt me met dingen die ik niet op school leer,nl,0.0,neutral,neutral,0,"['language_availability', 'learning_effectiveness', 'gamification']",0
apple,mvg mireille,je leert snel,sl,0.0,neutral,neutral,0,['general'],4
apple,MarianArt51,"Ik heb de tijd zelf opgenomen, maar jullie minuten gaan veel te snel, handige manier  om mensen te pushen toch te gaan betalen voor lessen…. Want 2 lessen per dag lukt dan vaak net niet!
Ook irritant dat ik voor de 2e keer,  als single,  erin getrapt ben, dus weer mijn (per ongeluk) aangeklikte familie abonnement op moet gaan zeggen!",nl,-0.04464285714285714,neutral,negative,-1,"['language_availability', 'pricing', 'lessons_content']",4
apple,Damian_H12345,Its very nice to learn with duolingo because you can learn with games and lessons thats why i gave it 5★,en,0.78,positive,neutral,0,"['lessons_content', 'gamification']",3
apple,Zwarte druifje,Het is de beste leerzame game voor mij en mijn vrienden ⭐️⭐️⭐️⭐️⭐️✨,nl,-0.4,negative,neutral,0,['general'],4
apple,Duolingos wife꧂,Duolingo is super leuk! Ik betaal niet en toch is het fantastisch,nl,0.41666666666666663,positive,positive,2,"['language_availability', 'pricing', 'user_experience', 'gamification']",1
apple,AnonymousAmsterdam,"I have to say I’m a big Duolingo fan but now they have removed hearts and replaced them with energy that disappears even if you get the answers correct, I won’t be using the app anymore.",en,0.0,neutral,neutral,0,"['user_experience', 'gamification']",3
apple,vghhccc BV bij VVD fok uvgy,"Het is een goeie app. Het is wel het geeft advertenties had je niet betaald, maar dat zijn wel hun eigen advertenties en die van andere bedrijven. Maar ik vind die accu die is vervangen door de hartjes vind ik niks.",nl,0.0,neutral,negative,-1,"['battery_issues', 'language_availability', 'pricing', 'user_experience']",0
apple,Kookmetmij,Als je geen tijd hebt en je krijgt gelijk tranende poppetje,nl,0.0,neutral,negative,-1,['general'],4
apple,Nico19777,Since hearts were replaced by energy it’s not possible anymore to use the app seriously for people that can’t afford the paid version. Even with zero mistakes you can’t finish more than two lessons a day. Really a shame…,en,0.09166666666666667,neutral,neutral,0,"['lessons_content', 'user_experience']",3
apple,Jolly Jumper15,Dat maakt het niet leuk!,nl,0.0,neutral,neutral,0,['user_experience'],1
apple,NinkeRoblox,"Hoi, ik doe Duolingo nu al bijna een jaar en ik ben er aan verslaafd🫣 ik heb nu al een streek van 133 dagen. Duolingo is echt een aanrader als je een taal wilt leren😃. Je kan sinds kort ook muziek🎶, wiskunde📚 en schaken♟️ op Duolingo, dus er is altijd wat de doen👍🏻. Veel plezier als je het gaat downloaden 🤗👋🏻",nl,0.0,neutral,neutral,0,"['language_availability', 'learning_effectiveness', 'user_experience', 'gamification']",0
apple,Ryanvgn,"Without the premium function you can barely do three lessons. Very unfortunate. Also, Chinese is very buggy and unplayable.",en,-0.16,negative,negative,-1,"['app_performance', 'pricing', 'lessons_content']",3
apple,hout ben,"Duolingo is erg leerzaam en erg makkelijk.   

Ps: verander het icoon van de app het is nogal zielig",nl,0.0,neutral,neutral,0,"['learning_effectiveness', 'user_experience', 'gamification']",2
apple,CuLb03,This app is the best. I have so much fun learning languages with duolingo!,en,0.6875,positive,neutral,0,"['user_experience', 'gamification']",3
apple,Maud en rio zijn verliefd,Ik ga verhuizen naar sweden,nl,0.0,neutral,neutral,0,['general'],0
google,Gera de Graaf,Tot voor kort was het een fijne app. Misschien wat veel herhaling maar verder wel goed. Nu is er een nieuw systeem met 'energie' waardoor je maar beperkte tijd hebt om te leren. Hoe goed je een les ook doet. Nruim 3 jaar bijna elke dag gebruiken hou ik er nu mee op. Waardeloos systeem.,nl,0.0,neutral,positive,2,"['battery_issues', 'learning_effectiveness', 'lessons_content', 'user_experience']",4
google,Steffanie van Herten,het is heel leuk en leerzaam ik ben nu heel goet in Duits 🇩🇪 duolingo is heel goed! zeker een dikke vette aanrader! 5 🌟,nl,0.0,neutral,positive,2,"['learning_effectiveness', 'user_experience', 'gamification']",1
google,Ward Engelen,algemeen een goede app om van alles te leren. het energie systeem is wel stom,nl,0.0,neutral,positive,1,"['battery_issues', 'learning_effectiveness', 'lessons_content', 'user_experience']",2
google,Hii. po,"why can i see random people in my feed? i dont want to see them, only my friends. And i dont want others to see my stuff. please change if back otherwise i will cancel my subscription.",en,-0.16666666666666666,negative,neutral,0,['general'],4
google,Gwoon Jelte!,"I used to love Duolingo - I have a 1300 day streak - but this recent 'energy' update just sucks man. Losing 7-8 energy per lesson while only gaining 5 by watching an ad is awful. It feels like I'm getting discouraged from learning a language. On a language learning app. Sure. Point is, this sucks. Unless Duolingo either reverts the recent changes or improves the energy system (full energy when watching a video, less energy used per lesson?), I will begrudgingly keep going, but only for my streak",en,-0.03787878787878789,neutral,neutral,0,"['lessons_content', 'user_experience', 'gamification']",3
google,Irene Victoria Pleiter,"Ik had het niet perse verwacht, maar door dit elke dag te doen de afgelopen 65 dagen, leer ik hetgeen me eerder niet lukte te leren, (vooral omdat ik de aandacht er niet bij kon houden) en dat is het toepassen van de juiste werkwoordsvormen in het Spaans. En tegelijk leer ik langzaam de basis van het opbouwen van zinnen. ik merk dat het steeds een stukje meer vanuit mezelf komt. Door heel veel herhaling en goede opbouw van kleine beetjes bijleren. Laagdrempelig in spreektaal. ❤️",nl,0.0,neutral,negative,-2,"['language_availability', 'app_performance', 'learning_effectiveness']",0
google,Naol Nao,ik leer echt veel,nl,0.0,neutral,neutral,0,['general'],0
google,Lef van der Burg,heel leuk echt toppie,nl,0.0,neutral,positive,1,['user_experience'],1
google,antoinette lazova,"I miss the grammar, sometimes the sentences you have to translate are quite weird, but if you practice daily you can still learn a lot.",en,-0.25,negative,neutral,0,['general'],3
google,Yana Wyckers,"normaal vind ik talen leren stom maar met Duolingo maakt het alles leuker en gemakkelijker en ik leer ook meer Groeten, Lysander552",nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'lessons_content', 'user_experience', 'gamification']",0
google,Peter Tuytschaever,prachtige manier om een nieuwe taal te leren.,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness']",4
google,Olivier Vervaet,heel leuke oefeningen om te beginnen met Spaans. Helaas veel te veel herhalingen met steeds dezelfde woorden.,nl,0.0,neutral,positive,1,"['language_availability', 'lessons_content', 'user_experience']",4
google,Laia Ruitenberg,leuke app ik speel piano en dat is echt een aanrader het is snel leuk en makkelijk,nl,0.0,neutral,positive,1,['user_experience'],2
google,Remco Willemse,très amusante,ca,0.0,neutral,neutral,0,['general'],4
google,Melissa Carton,dit is super,af,0.3333333333333333,positive,positive,1,['general'],4
google,Dream Max,je kan echt goed leren,nl,0.0,neutral,positive,1,['learning_effectiveness'],4
google,Kelsey,super goed en je leert er heel goed van,nl,0.3333333333333333,positive,positive,2,['learning_effectiveness'],4
google,T. Fisher,"since there are no hearts, but ""energy"" it's not fun to learn anymore.... The energy drains waaaay to fast. Therefore it's not rewarding to learn anymore... Very disappointing",en,-0.245,negative,neutral,0,['user_experience'],3
google,Frederic V,Motivating!,en,0.0,neutral,neutral,0,['general'],4
google,Bianca vdM,helaas werkt de NED-ITA niet goed. bijvoorbeeld met de woorden cornetto-croissant en gelato-ijs. Verder leuke app en goed te leren,nl,0.0,neutral,positive,1,"['learning_effectiveness', 'user_experience']",2
google,Evie,It has too many ads.,en,0.5,positive,neutral,0,['general'],3
google,Anita Vos,heel goed,nl,0.0,neutral,positive,1,['learning_effectiveness'],4
google,Debbie Isendoorn,Het spel is te leuk!en je leert er veel van bijvoorbeeld:je leert er verschillende talen van!,nl,0.0,neutral,positive,1,"['language_availability', 'user_experience']",4
google,jay lin,het is echt leuk,nl,0.0,neutral,positive,1,['user_experience'],1
google,Sharon Bakker,je kan bijna niet stoppen met leren,nl,0.0,neutral,negative,-1,['learning_effectiveness'],4
google,Stijn Otten - Van Beest,it is amising,tl,0.0,neutral,neutral,0,['general'],3
google,Lenne Luyten,"heel goed, maar levens graken op bij moeilijke talen.",nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",4
google,Ella Peijnenborg,bedankt voor wiskunde je hebt mijn leven gered.,nl,0.0,neutral,neutral,0,['general'],4
google,Brenda Schröder,prima app hoe wel ik soms namen moet ttpen van het frans naar het nederlands,nl,0.0,neutral,neutral,0,"['language_availability', 'user_experience']",2
google,Bloem Pje,"waardeloos nieuw energy systeem. sterk demotiverend terwijl het zo'n unieke app was. Ik heb er meerdere talen mee onder knie gekregen, met de gratis versie, dus wel veel advertenties kijken. Erg zonde. Het uitgangspunt van de bedenkers van duolingo was zo mooi en idealistisch, iedereen ter wereld rijk of arm zou toegang moeten hebben tot onderwijs en het leren van talen. Dat hebben met deze nieuwe versie te niet gedaan. Jammer!",nl,0.0,neutral,negative,-1,"['language_availability', 'pricing', 'learning_effectiveness', 'user_experience', 'gamification']",4
google,Silvia Pilzecker,Un tè uitspraak is steeds verkeerd Ik heb zelfs het origineel opgenomen en afgespeeld maar hij rekent het niet goed Italiaanse les nu 2maanden later geen antwoord en het gaat nog steeds niet goed erg slecht dit!!!!!,nl,0.0,neutral,negative,-2,"['learning_effectiveness', 'lessons_content']",0
google,Miranda Heus,"het is leuk en leerzaam, het liefste leer je lekker door, alleen jammer dat dat vrij duur is en niet per maand betaald kan worden",nl,0.0,neutral,negative,-1,"['language_availability', 'pricing', 'learning_effectiveness', 'user_experience']",1
google,Paul Wolf,"Ik ga op zoek naar een andere app om mijn Spaans verder te leren. Met de hartjes was het leuk om de taal te leren, nu met de energie moet ik na 1 les al stoppen ook al maakte ik geen fouten. Heel jammer !!",nl,0.0,neutral,negative,-1,"['battery_issues', 'language_availability', 'learning_effectiveness', 'lessons_content', 'user_experience']",0
google,Sofie Van Elewyck,love the learning hate the energy bar,en,-0.15000000000000002,negative,neutral,0,['general'],3
google,marianne van bijnen,de lessen zijn heel fijn,nl,0.0,neutral,positive,1,"['lessons_content', 'user_experience']",4
google,Rudy Veirman,Fijne app die je motiveert om elke dag bij te leren.,nl,0.0,neutral,positive,1,"['learning_effectiveness', 'user_experience']",2
google,Jacqueline Blom,"leuke app maar met veel fouten. geluid is slecht en als je iets inspreekt rekent de app het fout. terwijl het antwoord wel goed is hartjes zijn weg nu energie, vind het geen vooruitgang . kan nu maar 1 les maken en dan weer wachten tot de energie vol is. echt irritant.",nl,0.0,neutral,negative,-1,"['battery_issues', 'app_performance', 'learning_effectiveness', 'lessons_content', 'user_experience']",2
google,Caroline,"sinds AI zitten er wel heel veel fouten in de (Nederlandse spelling) ,ook de energie ipv 5 fouten is waardeloos",nl,0.0,neutral,neutral,0,"['battery_issues', 'language_availability']",4
google,Wim Noorlander,super werkt verslavend en erg leerzaam,nl,0.3333333333333333,positive,positive,1,['learning_effectiveness'],1
google,Teuna de Jong,leerzaam,nl,0.0,neutral,neutral,0,['learning_effectiveness'],1
google,FJ Strad,"was okay with the hearts, energy is just terrible",en,-0.25,negative,neutral,0,['general'],3
google,Wendy,"Ik wil eigenlijk 3 of 4 doen vanwege 't nieuwe systeem maar ik doe toch 1 ster. Daar waar je eerst met de hartjes gewoon door kon spelen zoveel lessen je wilde (zonder fouten of max 5) kan je nu amper 3 foutloze lessen doen zonder verder te kunnen.... Verschrikkelijk!! Deze manier met energy ipv hartjes is echt geen goede keuze geweest en dwingt tot een dure abbonement! Het weerhoud mij juist om met de app verder te gaan terwijl ik het juist altijd met veel plezier ""leerde"".",nl,0.0,neutral,neutral,0,"['learning_effectiveness', 'lessons_content', 'user_experience']",0
google,Huggy Wuggy,Echt goed hoor je kan alle talen leeren wel jammer dat het best moeilijk is om hartjes te krijgen 500 diamanden of 1 hele les voor 1 hartje of 1 uur wachten,nl,1.0,positive,neutral,0,"['language_availability', 'app_performance', 'learning_effectiveness', 'lessons_content', 'user_experience']",4
google,Florijn Nonnekes,leuk maar irritant,id,0.0,neutral,neutral,0,['user_experience'],1
google,Djilano Klooster,hele leuke taal Leerweg,af,0.0,neutral,positive,1,"['language_availability', 'user_experience']",4
google,Mariella Lammerse,"een erg leuke en leerzame app om aan je taal te werken, je kan het overal doen.",nl,0.0,neutral,positive,1,"['language_availability', 'user_experience']",2
google,Angelique Ter Smitten,mijn turks is stukken beter geworden door mijn dagelijkse lessen,nl,0.0,neutral,neutral,0,"['lessons_content', 'gamification']",4
google,Tom Spanjaard,"since the new update with the energy bar instead of the hearts, its pretty annoying to use and finish classes... for the rest is build up of the app great to learn a new language",en,0.10454545454545454,positive,neutral,0,['user_experience'],3
google,Luuk Domhof,"The interactions, animation and polish in this app are amazing. Some translations seem questionable, but it's definitely the most engaging way to learn a new language I've found!",en,0.19507575757575757,positive,neutral,0,['user_experience'],3
google,Olwin Schrauwen,The new energy system is ridiculous and extremely frustrating.,en,-0.19898989898989897,negative,neutral,0,['general'],3
google,ishere isgone,the energy system is ruining the whole app,en,0.2,positive,neutral,0,['user_experience'],3
google,J. V,Energy system is trash. Very demotivating. Can do 3 lessons tops👎,en,0.2,positive,neutral,0,['lessons_content'],3
google,Inge Duyx,"De energiepunten zijn waardeloos. zelfs zonder fouten kan je geen twee lessen achter elkaar meer spelen. Kan zo de prullenbak in, de app.",nl,0.0,neutral,negative,-1,"['battery_issues', 'lessons_content', 'user_experience', 'gamification']",2
google,Clara S,The new changes are very annoying. I can barely do any exercises without having to watch way too much publicity. Dissapointing.,en,-0.15340909090909088,negative,neutral,0,['general'],3
google,Joyce van Berkel,Leuke en speelse manier om een taal te leren.,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",4
google,Cécile De Smaele,Leuke manier om een taal te leren of op te frissen!,af,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",4
google,Bernard Gelden,Leuk en simpel,fi,0.0,neutral,positive,1,['user_experience'],1
google,Mark,"De nieuwe manier van leren is echt waardeloos. Je bent snel ""op"", ook al heb je alles goed. Je kunt niet meer dan 1 tot 2 lessen per dag doen. Geef me de hartjes terug. Ondertussen heb ik de app al verwijderd en zal mijn tijd niet langer verspillen aan een ineffectieve en inefficiënte manier om een taal te leren.",nl,0.0,neutral,neutral,0,"['language_availability', 'learning_effectiveness', 'lessons_content', 'user_experience']",4
google,Lis Braak- van Scheppingen,"De aflopende energiepunten zijn wel erg vervelend, hoe lekker het ook gaat je bent gewoon af. Okan mijn dochter oefenen met schaken maar ik heb daar geen keuze toe... jammer",nl,0.0,neutral,negative,-3,"['battery_issues', 'gamification']",0
google,Bram Van Gompel,"Zeer leuke manier om een vreemde taal onder de knie te krijgen! Door je reeks in stand te houden, ben je erg committed om elke dag minstens 1 les te doen.",nl,0.0,neutral,positive,1,"['language_availability', 'lessons_content', 'user_experience']",4
google,ruudvanvoorbergen Van Voorbergen,je doet spelende wijs de taal leren.,nl,0.0,neutral,neutral,0,"['language_availability', 'learning_effectiveness']",4
google,Cloe,heel goed.,nl,0.0,neutral,positive,1,['learning_effectiveness'],4
google,anisz anisz,"het lukt niet eens meer om 2 lessen te halen. ik ben een trage antwoorder en met de hartjes kon ik veel meer lessen doen. je leert via deze app ook niet genoeg nieuwe woorden meer na een tijdje, dus wat voor zin heeft het dan",nl,0.0,neutral,negative,-1,"['lessons_content', 'user_experience']",0
google,Jacoline Slagboom,Heel fijn om op een simpele manier je nieuwe taal te leren met korte lessen per dag.,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'lessons_content', 'user_experience']",4
google,Nienke Borgman,unusable with free version. Can only use it for a few minutes a day after which you're not allowed to continue bevause you don't have enough 'energy points'.,en,0.05,neutral,neutral,0,['general'],3
google,Miranda Zwarts,werkt perfect en herinnerd je als je moet spelen in 2 dagen weet ik al 8 zinnen in de taal die ik wil kennen zonder dualingo plus dankjewel!,nl,1.0,positive,positive,1,['language_availability'],0
google,Vera Gerrits,Waardeloos sinds het niet meer met hartjes(levens) werkt maar met een snel leeglopende batterij is het niet meer motiverend om door te gaan met je lessen!!!!,nl,0.0,neutral,negative,-1,"['battery_issues', 'lessons_content']",4
google,Wilma Smeets - van den Ent,Energie ipv hartjes is waardeloos. Onoverzichtelijk en niet leuk meer.,nl,0.0,neutral,neutral,0,"['battery_issues', 'user_experience']",1
google,R. Dirne,"Ik ben al ver in mijn lessen en vond het oefenen leuk, maar wat vervelend die energie balk ook al heb je de les goed, je bent energie kwijt! Ik krijg steeds meer een hekel aan het oefenen! Geef mij de hartjes maar terug, dan blijf je tenminste vol als je foutloos werkt. En dat er vanuit Duolingo geen reactie komt op al deze negatieve reviews, nog een minpunt erbij!",nl,0.0,neutral,positive,1,"['battery_issues', 'learning_effectiveness', 'lessons_content', 'user_experience', 'gamification']",0
google,Gerben Vierwind,ik heb veel ziektes en daarom kan ik niet goed leren dat ik heel moeilijk voor mij een ziekte is het prikkelbaar darmsyndroom,nl,0.0,neutral,neutral,0,"['learning_effectiveness', 'user_experience']",0
google,andré deboeure,de relefoonoproepen registreren niet alles volledig. sommige vertalingen in het Nederkands worden afgekeurd wegens foute volgorde al zijn ze taalkundig juist. ik mis nu vooral grammatica overzichten,nl,0.0,neutral,negative,-1,"['language_availability', 'lessons_content']",0
google,Francisco Den boer,deze app helpt echt om een taal te leren,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",2
google,Bram,The energy system ruined the experience for me. Bring back the hearts!,en,0.0,neutral,neutral,0,['general'],3
google,R Hollander,prima te volgen deze lessen leuk om te doen,nl,0.0,neutral,positive,1,"['lessons_content', 'user_experience']",1
google,Olaf smale,gezellig een leuk om een nieuwe taal te leren 🤗,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",1
google,Engelien Stofregen-Benjaminse,leuke manier om een andere taal te leren. .,af,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",4
google,N DW,super!,ca,0.41666666666666663,positive,positive,1,['general'],4
google,Marwa Alaboud,ik Lierde Spaans snel zonde dat ik het wist ik raad het aan wie een nieuwe taal wiel lieren. het is perfect.,nl,1.0,positive,positive,1,['language_availability'],0
google,Phylicia Rokx,ik ben heel tevreden maar de batterij moet weg en dat je gewoon kan spelen,nl,0.0,neutral,neutral,0,['battery_issues'],0
google,Mustafa Yildirim,het is echt een leuke ap. En je kan ook meerdere talen leren,nl,0.0,neutral,positive,1,"['language_availability', 'learning_effectiveness', 'user_experience']",4
google,Stijn Denoulet,"Since Duolingo changed Hearts to Energy, the app became wortless as free language learning app. You can do max 2 to 3 lessons a day. That's not how you can learn a language. They force you to pay to unlock unlimited lessons. I really regret their decision. Once you pay, it's a great app. All kind of challenges and leagues motivate you to do lessons. However, after years of streaks in the highest league, I (have to) quit Duolingo, as it simply isn't working anymore. Bye.",en,0.4,positive,neutral,0,"['lessons_content', 'user_experience', 'gamification']",3
google,Nienke Janssen,Klopt het dat er nu hele kleine hoofdstukken zijn met heel veel precies dezelfde vragen en dat de triple xp boost die beloofd wordt bij het behalen van de 3 doelen niet meer werkt?,nl,0.0,neutral,negative,-1,['lessons_content'],4
google,Quincy O,"wat een leuke manier om te oefenen en leren, iets dat nog bij blijft ook.",nl,0.0,neutral,positive,2,"['learning_effectiveness', 'user_experience']",4
google,Caitlin,"Het zou 5 sterren zijn geweest als het niet was voor de opdringerige advertenties na elke les om Super Duolingo te nemen. Het feit dat het harten systeem is vervangen door een of andere energie meter is belachelijk. Geforceerd worden om extra bij te kopen anders kun je niet nog een les afmaken is ronduit schandalig. Als je harten op waren was het jouw eigen schuld, omdat je te veel fouten maakt. Maar gestraft worden omdat je te lang doorgaat is zo idioot.",nl,0.16666666666666666,positive,neutral,0,"['battery_issues', 'lessons_content', 'gamification']",4
google,Acom Dijk,After introducing energie. Making progress is halted. Speaking exercises are there but no way of using the mic trough a bug. After 1000 day streak i quit. What a shame.,en,0.0,neutral,negative,-1,"['battery_issues', 'app_performance', 'gamification']",3
google,Roger Hendriks,heel leuk leerzaam alleen stopt het af en toe hangt dan vast,nl,0.0,neutral,positive,1,"['learning_effectiveness', 'user_experience']",1
google,Chantal Smit,"Heb de app verwijderd na jaren gebruikt te hebben. Echt heel erg jammer dat nu òòk Duolingo vervelende reclames inzet om je te laten betalen voor een premium abbonement. Om de les krijg ik weer een opdringerige Duolingo reclame te zien waarbij ze een premium abbonement willen aansmeren. En dan nu ook ineens een ander systeem met energie ipv hartjes, waardoor je helemaal niet meer vooruit komt zonder abbonement. Deze app is echt helemaal verpest door de financiele hebzucht v/d makers.",nl,0.0,neutral,negative,-3,"['battery_issues', 'language_availability', 'pricing', 'lessons_content', 'user_experience', 'gamification']",2
